Timestamp,t2m_value,sst_value,llj_indic,llj_level,max_indic,LEG_H062_Wd,diff_data,u10_value
2021-01-01 00:00:00,280.0404,282.08374,0.0,0.0,7.0,298.949995,-2.043335,1.4448853
2021-01-01 01:00:00,280.2257,282.08374,0.0,0.0,7.0,291.5,-1.8580322,1.6125641
2021-01-01 02:00:00,280.39807,282.08374,0.0,0.0,7.0,282.675005,-1.685669,1.9526825
2021-01-01 03:00:00,280.4226,282.08374,0.0,0.0,7.0,295.70001,-1.6611328,2.6645966
2021-01-01 04:00:00,280.43652,282.08374,0.0,0.0,7.0,283.2833316666667,-1.6472168,3.5592651
2021-01-01 05:00:00,280.40186,282.08374,0.0,0.0,7.0,281.13333,-1.6818848,4.4825745
2021-01-01 06:00:00,280.13855,282.08374,0.0,0.0,7.0,283.1000066666667,-1.9451904,4.833893
2021-01-01 07:00:00,279.79224,282.08374,0.0,0.0,7.0,290.2999966666667,-2.291504,4.9225006
2021-01-01 08:00:00,279.71167,282.08374,0.0,0.0,7.0,289.84999666666664,-2.3720703,4.9728546
2021-01-01 09:00:00,279.6588,282.08374,0.0,0.0,7.0,280.53333,-2.4249268,5.0744934
2021-01-01 10:00:00,279.7367,282.08374,0.0,0.0,7.0,277.05000333333334,-2.347046,6.019516
2021-01-01 11:00:00,279.80774,282.08374,0.0,0.0,7.0,270.63333166666666,-2.276001,5.214035
2021-01-01 12:00:00,279.88904,282.08374,0.0,0.0,7.0,280.0333283333334,-2.1947021,4.6239166
2021-01-01 13:00:00,279.94012,282.08374,0.0,0.0,7.0,278.9833416666667,-2.1436157,4.2115173
2021-01-01 14:00:00,279.98187,282.08374,0.0,0.0,7.0,283.06667,-2.1018677,4.273468
2021-01-01 15:00:00,280.06427,282.08374,0.0,0.0,7.0,282.033335,-2.0194702,3.7586975
2021-01-01 16:00:00,280.1632,282.08374,0.0,0.0,7.0,286.633335,-1.9205322,3.1267548
2021-01-01 17:00:00,280.22375,282.08374,0.0,0.0,7.0,257.73334,-1.8599854,3.2316437
2021-01-01 18:00:00,280.19702,282.08374,0.0,0.0,7.0,249.200005,-1.8867188,3.456482
2021-01-01 19:00:00,280.20325,282.08374,0.0,0.0,7.0,258.25,-1.8804932,3.5101624
2021-01-01 20:00:00,280.2655,282.08374,0.0,0.0,7.0,257.91666333333336,-1.8182373,3.4752808
2021-01-01 21:00:00,280.40112,282.08374,0.0,0.0,7.0,293.84999500000004,-1.6826172,3.1133728
2021-01-01 22:00:00,280.35815,281.95825,0.0,0.0,7.0,279.76667000000003,-1.6000977,3.5140076
2021-01-01 23:00:00,280.41785,281.95825,0.0,0.0,7.0,281.07500500000003,-1.5404053,2.9944763
2021-01-02 00:00:00,280.53552,281.95825,0.0,0.0,7.0,289.93999599999995,-1.4227295,2.3315887
2021-01-02 01:00:00,280.61987,281.95825,0.0,0.0,7.0,287.23332666666664,-1.3383789,1.4170685
2021-01-02 02:00:00,280.7356,281.95825,0.0,0.0,7.0,300.6166733333334,-1.2226562,0.59080505
2021-01-02 03:00:00,280.81958,281.95825,0.0,0.0,7.0,212.716665,-1.1386719,0.30278015
2021-01-02 04:00:00,280.90356,281.95825,0.0,0.0,7.0,44.5,-1.0546875,0.44514465
2021-01-02 05:00:00,280.98352,281.95825,0.0,0.0,7.0,340.7833366666667,-0.97473145,0.576416
2021-01-02 06:00:00,280.979,281.95825,0.0,0.0,7.0,273.983335,-0.97924805,0.59942627
2021-01-02 07:00:00,280.92407,281.95825,0.0,0.0,7.0,182.21666333333332,-1.0341797,0.59503174
